partner,participant,gender,no_participants
FCI,farmers,male,19
FCI,farmers,male,14
FCI,farmers,male,19
FCI,farmers,male,14
Kilimo_Joint,farmers,male,12
Kilimo_Joint,farmers,male,17
Kilimo_Joint,farmers,male,15
Kilimo_Joint,farmers,male,19
Kilimo_Joint,farmers,male,26
Kilimo_Joint,farmers,male,19
Kilimo_Joint,farmers,male,20
Kilimo_Joint,farmers,male,19
Kilimo_Joint,farmers,male,12
Kilimo_Joint,farmers,male,16
Kilimo_Joint,farmers,male,15
Kilimo_Joint,farmers,male,14
Kilimo_Joint,farmers,male,10
Kilimo_Joint,farmers,male,11
Kilimo_Joint,farmers,male,18
Kilimo_Joint,farmers,male,22
CIA_GED,farmers,male,15
Kilimo_Joint,farmers,male,20
Kilimo_Joint,farmers,male,18
Kilimo_Joint,farmers,male,15
Kilimo_Joint,farmers,male,18
Kilimo_Joint,farmers,male,26
Kilimo_Joint,farmers,male,15
Kilimo_Joint,farmers,male,17
Kilimo_Joint,farmers,male,22
Kilimo_Joint,farmers,male,22
OYSCGA,farmers,male,19
OYSCGA,NA,male,0
TYEGD,farmers,male,9
TYEGD,farmers,male,13
Mtwara_District_Council,farmers,male,6
Mtwara_District_Council,farmers,male,10
Kilimo_Joint,farmers,male,34
Kilimo_Joint,government_EAs,male,2
Kilimo_Joint,farmers,male,56
Kilimo_Joint,farmers,male,30
Kilimo_Joint,government_EAs,male,1
CAPAFO,farmers,male,17
CAVAII,farmers,male,13
CAVAII,farmers,male,14
CAVAII,farmers,male,10
CAVAII,farmers,male,18
ZARI,farmers,male,5
ZARI,farmers,male,8
FCI,farmers,male,35
Kilimo_Joint,farmers,male,40
Kilimo_Joint,government_EAs,male,1
Kilimo_Joint,farmers,male,9
Kilimo_Joint,government_EAs,male,1
FCI,farmers,male,20
OYSCGA,farmers,male,26
Mtwara_District_Council,farmers,male,25
Mtama_District_Council,farmers,male,19
Mtwara_District_Council,farmers,male,26
Mtwara_District_Council,farmers,male,10
Mtwara_District_Council,farmers,male,16
Mtwara_District_Council,NA,male,0
Mtwara_District_Council,NA,male,0
Mtwara_District_Council,NA,male,0
Mtwara_District_Council,NA,male,0
Mtwara_District_Council,NA,male,0
Mtwara_District_Council,NA,male,0
Mtwara_District_Council,NA,male,0
Mtwara_District_Council,NA,male,0
Mtwara_District_Council,farmers,male,16
Mtwara_District_Council,others,male,0
Mtama_District_Council,farmers,male,13
Mtama_District_Council,government_EAs,male,1
OGADEP,farmers,male,15
OGADEP,farmers,male,15
MEDA,farmers,male,24
MEDA,farmers,male,8
OGADEP,farmers,male,10
OGADEP,farmers,male,10
OGADEP,others,male,5
OGADEP,others,male,5
OGADEP,others,male,5
OGADEP,others,male,15
OGADEP,others,male,10
OGADEP,others,male,10
OGADEP,others,male,5
OGADEP,others,male,5
MEDA,farmers,male,25
OGADEP,others,male,5
OGADEP,others,male,5
OGADEP,others,male,5
OGADEP,others,male,5
Mtama_District_Council,farmers,male,7
OGADEP,farmers,male,0
OGADEP,farmers,male,12
OGADEP,farmers,male,16
Handeni_District_Council,farmers,male,20
Handeni_District_Council,farmers,male,7
MEDA,farmers,male,29
Handeni_District_Council,farmers,male,5
Handeni_District_Council,farmers,male,31
OYSCGA,farmers,male,18
Mtama_District_Council,farmers,male,26
CAPAFO,farmers,male,45
FCI,farmers,male,25
FCI,farmers,male,11
Psaltry,farmers,male,21
Psaltry,private_staff,male,0
CAPAFO,farmers,male,144
Kilimo_Joint,farmers,male,16
MEDA,farmers,male,26
Kilimo_Joint,farmers,male,21
Kilimo_Joint,farmers,male,23
Kilimo_Joint,farmers,male,16
Kilimo_Joint,farmers,male,10
Kilimo_Joint,farmers,male,12
Kilimo_Joint,farmers,male,7
Kilimo_Joint,farmers,male,17
Kilimo_Joint,farmers,male,0
Kilimo_Joint,farmers,male,27
Handeni_District_Council,farmers,male,18
MEDA,farmers,male,28
Mtama_District_Council,farmers,male,26
TYEGD,farmers,male,0
OYSCGA,farmers,male,19
TYEGD,farmers,male,9
TYEGD,farmers,male,4
MEDA,farmers,male,2
MEDA,farmers,male,7
MEDA,farmers,male,20
MEDA,farmers,male,22
MEDA,farmers,male,9
MEDA,farmers,male,19
MEDA,farmers,male,0
MEDA,farmers,male,0
MEDA,farmers,male,0
MEDA,farmers,male,0
Kilimo_Joint,farmers,male,7
Kilimo_Joint,farmers,male,6
Chalinze_District_Council,farmers,male,6
CIA_GED,farmers,male,76
Mtwara_District_Council,farmers,male,0
Kilimo_Joint,farmers,male,8
Kilimo_Joint,farmers,male,14
Kilimo_Joint,farmers,male,10
Kilimo_Joint,farmers,male,7
Kilimo_Joint,farmers,male,7
Kilimo_Joint,farmers,male,10
Kilimo_Joint,farmers,male,10
Mtama_District_Council,farmers,male,10
Kilimo_Joint,farmers,male,33
Nachingwea_District_Council,farmers,male,6
Nachingwea_District_Council,government_EAs,male,0
Mtwara_District_Council,farmers,male,0
Chalinze_District_Council,farmers,male,6
FCI,farmers,male,5
ZARI,farmers,male,14
ZARI,others,male,4
ZARI,farmers,male,12
ZARI,researchers,male,2
ZARI,others,male,3
ZARI,farmers,male,6
ZARI,NA,male,2
Nachingwea_District_Council,farmers,male,14
Nachingwea_District_Council,government_EAs,male,1
Chalinze_District_Council,farmers,male,5
Chalinze_District_Council,farmers,male,4
Chalinze_District_Council,NA,male,4
FCI,farmers,male,4
FCI,farmers,male,0
MEDA,farmers,male,25
FCI,farmers,male,0
FCI,farmers,male,13
FCI,farmers,male,11
MEDA,farmers,male,20
MEDA,farmers,male,11
Newala_District_Council,farmers,male,22
Kilimo_Joint,farmers,male,13
Kilimo_Joint,farmers,male,16
MEDA,farmers,male,30
Kilimo_Joint,farmers,male,20
Kilimo_Joint,farmers,male,17
Kilimo_Joint,farmers,male,9
Kilimo_Joint,farmers,male,18
Kilimo_Joint,farmers,male,20
Kilimo_Joint,farmers,male,12
MEDA,farmers,male,17
TYEGD,farmers,male,13
TYEGD,farmers,male,21
MEDA,farmers,male,16
MEDA,farmers,male,28
Nachingwea_District_Council,farmers,male,33
Nachingwea_District_Council,government_EAs,male,0
MEDA,farmers,male,13
Mtwara_District_Council,farmers,male,10
Mtwara_District_Council,farmers,male,11
MEDA,farmers,male,17
MEDA,farmers,male,17
FCI,farmers,male,14
OYSCGA,farmers,male,14
MEDA,farmers,male,14
Kilimo_Joint,farmers,male,15
MEDA,farmers,male,23
Kilimo_Joint,farmers,male,18
Kilimo_Joint,farmers,male,29
Kilimo_Joint,farmers,male,15
MEDA,farmers,male,14
Mtwara_District_Council,farmers,male,9
Mtwara_District_Council,government_EAs,male,1
Mtwara_District_Council,others,male,1
Mtwara_District_Council,farmers,male,16
Mtwara_District_Council,government_EAs,male,1
Mtwara_District_Council,others,male,1
MEDA,farmers,male,12
MEDA,farmers,male,13
MEDA,farmers,male,16
MEDA,farmers,male,17
MEDA,farmers,male,23
MEDA,farmers,male,17
MEDA,farmers,male,19
Newala_District_Council,farmers,male,8
Newala_District_Council,farmers,male,10
Newala_District_Council,farmers,male,10
TYEGD,farmers,male,12
TYEGD,farmers,male,17
TYEGD,farmers,male,20
Newala_District_Council,farmers,male,20
Newala_District_Council,farmers,male,26
Newala_District_Council,farmers,male,19
CAPAFO,farmers,male,17
TYEGD,farmers,male,10
TYEGD,farmers,male,15
TYEGD,farmers,male,12
Newala_District_Council,farmers,male,12
Mtwara_District_Council,farmers,male,9
Mtwara_District_Council,farmers,male,5
TYEGD,farmers,male,13
Newala_District_Council,farmers,male,16
TYEGD,farmers,male,12
TYEGD,farmers,male,20
TYEGD,farmers,male,12
TYEGD,farmers,male,11
TYEGD,farmers,male,10
TYEGD,farmers,male,25
TYEGD,farmers,male,25
TYEGD,farmers,male,25
TYEGD,farmers,male,11
TYEGD,farmers,male,12
TYEGD,farmers,male,10
FCI,farmers,male,16
Kilimo_Joint,farmers,male,6
Kilimo_Joint,government_EAs,male,0
Kilimo_Joint,farmers,male,13
Kilimo_Joint,government_staff,male,1
Kilimo_Joint,government_EAs,male,3
Kilimo_Joint,farmers,male,5
Kilimo_Joint,farmers,male,23
Kilimo_Joint,government_EAs,male,1
Newala_District_Council,farmers,male,6
Chalinze_District_Council,farmers,male,11
Chalinze_District_Council,farmers,male,16
Chalinze_District_Council,farmers,male,11
Peace_Corps,farmers,male,404
CIA_GED,farmers,male,71
TYEGD,farmers,male,20
Chalinze_District_Council,farmers,male,15
Chalinze_District_Council,farmers,male,14
Chalinze_District_Council,farmers,male,16
Chalinze_District_Council,farmers,male,15
TYEGD,farmers,male,15
TYEGD,farmers,male,10
TYEGD,farmers,male,12
TYEGD,farmers,male,12
TYEGD,farmers,male,11
TYEGD,farmers,male,12
Notore,farmers,male,38
Notore,farmers,male,32
Notore,farmers,male,32
Notore,farmers,male,41
TYEGD,farmers,male,14
Notore,farmers,male,15
Notore,farmers,male,51
Notore,farmers,male,19
Notore,farmers,male,22
Kilimo_Joint,farmers,male,26
Newala_District_Council,farmers,male,18
Newala_District_Council,farmers,male,8
Newala_District_Council,farmers,male,15
TYEGD,farmers,male,15
Newala_District_Council,farmers,male,14
Newala_District_Council,farmers,male,14
CAPAFO,farmers,male,32
KOLPING,farmers,male,40
KOLPING,government_EAs,male,1
CAPAFO,farmers,male,168
Kilimo_Joint,farmers,male,13
Kilimo_Joint,farmers,male,10
Mtwara_District_Council,farmers,male,17
Mtwara_District_Council,farmers,male,10
TYEGD,farmers,male,16
Mtwara_District_Council,farmers,male,13
Kilimo_Joint,farmers,male,4
Nachingwea_District_Council,farmers,male,13
Nachingwea_District_Council,government_EAs,male,0
Nachingwea_District_Council,others,male,1
Nachingwea_District_Council,farmers,male,16
Nachingwea_District_Council,government_EAs,male,0
Nachingwea_District_Council,others,male,2
Newala_District_Council,farmers,male,14
Newala_District_Council,farmers,male,13
TYEGD,farmers,male,14
Newala_District_Council,farmers,male,14
ZARI,farmers,male,6
FCI,farmers,male,50
FCI,farmers,male,12
FCI,farmers,male,10
TFNC,farmers,male,16
TFNC,government_EAs,male,1
TFNC,government_staff,male,1
OYSCGA,farmers,male,43
OGADEP,farmers,male,37
OGADEP,government_EAs,male,2
MEDA,farmers,male,10
TYEGD,farmers,male,10
Newala_District_Council,farmers,male,13
Newala_District_Council,farmers,male,24
Newala_District_Council,farmers,male,23
IITA,farmers,male,17
OYSCGA,farmers,male,45
OYSCGA,government_EAs,male,3
CAPAFO,farmers,male,72
Nachingwea_District_Council,government_EAs,male,1
Nachingwea_District_Council,farmers,male,19
KOLPING,farmers,male,23
Kilimo_Joint,farmers,male,6
Mtama_District_Council,farmers,male,10
Mtama_District_Council,government_staff,male,0
TYEGD,farmers,male,12
TYEGD,farmers,male,12
TYEGD,farmers,male,12
TYEGD,farmers,male,13
TYEGD,farmers,male,11
CAPAFO,government_EAs,male,13
CAPAFO,government_EAs,male,12
CAPAFO,government_EAs,male,12
CAPAFO,government_EAs,male,14
CAPAFO,government_EAs,male,24
Kilimo_Joint,farmers,male,20
TYEGD,farmers,male,14
Kilimo_Joint,farmers,male,19
Kilimo_Joint,farmers,male,27
Nachingwea_District_Council,government_EAs,male,3
Nachingwea_District_Council,farmers,male,13
Mtwara_District_Council,farmers,male,29
Mtwara_District_Council,farmers,male,21
Kilimo_Joint,farmers,male,36
Kilimo_Joint,farmers,male,28
Kilimo_Joint,farmers,male,31
Chalinze_District_Council,farmers,male,14
Chalinze_District_Council,farmers,male,9
TYEGD,farmers,male,18
Chalinze_District_Council,farmers,male,11
Chalinze_District_Council,farmers,male,7
Chalinze_District_Council,farmers,male,13
Newala_District_Council,farmers,male,25
Mtama_District_Council,farmers,male,16
Mtama_District_Council,government_EAs,male,2
ZARI,farmers,male,22
ZARI,government_EAs,male,0
ZARI,others,male,2
ZARI,researchers,male,1
OYSADEP,private_staff,male,15
OYSCGA,others,male,3
OYSCGA,farmers,male,3
Newala_District_Council,farmers,male,16
Newala_District_Council,farmers,male,22
CIA_GED,farmers,male,15
TYEGD,farmers,male,14
Newala_District_Council,farmers,male,23
Kilimo_Joint,farmers,male,8
Kilimo_Joint,farmers,male,15
Kilimo_Joint,farmers,male,11
Kilimo_Joint,government_EAs,male,4
Kilimo_Joint,government_staff,male,3
Nachingwea_District_Council,farmers,male,20
Nachingwea_District_Council,others,male,40
Nachingwea_District_Council,farmers,male,14
Newala_District_Council,farmers,male,19
Newala_District_Council,farmers,male,23
Mtwara_District_Council,farmers,male,4
FCI,farmers,male,19
FCI,government_EAs,male,0
FCI,others,male,1
TYEGD,farmers,male,16
TYEGD,farmers,male,7
TYEGD,farmers,male,13
TYEGD,farmers,male,6
TYEGD,farmers,male,4
TYEGD,farmers,male,11
TYEGD,farmers,male,8
TYEGD,farmers,male,9
TYEGD,farmers,male,10
TYEGD,farmers,male,5
TYEGD,farmers,male,15
TYEGD,farmers,male,19
Mtwara_District_Council,farmers,male,0
Mtama_District_Council,government_staff,male,16
TYEGD,farmers,male,23
TYEGD,government_staff,male,1
TYEGD,farmers,male,48
TYEGD,government_staff,male,1
TYEGD,farmers,male,24
TYEGD,farmers,male,21
Mtwara_District_Council,farmers,male,29
Mtwara_District_Council,government_EAs,male,2
Mtwara_District_Council,farmers,male,15
Mtwara_District_Council,farmers,male,7
Mtwara_District_Council,farmers,male,0
TYEGD,farmers,male,15
OYSCGA,farmers,male,65
OYSCGA,others,male,2
OYSCGA,farmers,male,82
OYSCGA,others,male,1
OYSCGA,farmers,male,141
OYSCGA,others,male,3
Nachingwea_District_Council,government_EAs,male,24
Nachingwea_District_Council,NA,male,1
ZARI,farmers,male,72
ZARI,government_EAs,male,0
ZARI,researchers,male,2
ZARI,others,male,1
ZARI,farmers,male,29
ZARI,government_EAs,male,0
ZARI,researchers,male,2
ZARI,others,male,1
Mtama_District_Council,farmers,male,9
Mtama_District_Council,farmers,male,19
TYEGD,farmers,male,18
TYEGD,farmers,male,12
TYEGD,farmers,male,13
Kilimo_Joint,farmers,male,15
Nachingwea_District_Council,farmers,male,30
Nachingwea_District_Council,government_EAs,male,1
TYEGD,farmers,male,9
TYEGD,farmers,male,8
TYEGD,farmers,male,12
TYEGD,farmers,male,10
TYEGD,farmers,male,14
TYEGD,farmers,male,6
TYEGD,farmers,male,9
TYEGD,farmers,male,11
TYEGD,farmers,male,5
TYEGD,farmers,male,12
TYEGD,farmers,male,18
TYEGD,farmers,male,8
TYEGD,farmers,male,12
TYEGD,farmers,male,9
TYEGD,farmers,male,8
TYEGD,farmers,male,13
TYEGD,farmers,male,14
TYEGD,farmers,male,11
TYEGD,farmers,male,9
TYEGD,farmers,male,19
TYEGD,farmers,male,18
TYEGD,farmers,male,19
TYEGD,farmers,male,32
TYEGD,farmers,male,21
TYEGD,farmers,male,21
TYEGD,NGO_EAs,male,2
TYEGD,farmers,male,28
Nachingwea_District_Council,farmers,male,10
Nachingwea_District_Council,government_EAs,male,0
Nachingwea_District_Council,NA,male,0
OYSCGA,farmers,male,10
OYSCGA,farmers,male,21
Mtama_District_Council,farmers,male,4
TYEGD,farmers,male,8
TYEGD,farmers,male,20
TYEGD,farmers,male,33
TYEGD,farmers,male,20
TYEGD,farmers,male,30
TYEGD,government_staff,male,1
Peace_Corps,farmers,male,589
Community_Links,farmers,male,81
Community_Links,farmers,male,70
SG2000,farmers,male,9
SG2000,farmers,male,12
TYEGD,farmers,male,11
TYEGD,farmers,male,11
TYEGD,farmers,male,12
TYEGD,farmers,male,0
TYEGD,farmers,male,12
TYEGD,farmers,male,0
TYEGD,farmers,male,8
TYEGD,farmers,male,26
Psaltry,farmers,male,20
Psaltry,private_EAs,male,2
Psaltry,NA,male,22
Mtama_District_Council,farmers,male,29
Mtama_District_Council,government_EAs,male,1
Mtwara_District_Council,farmers,male,0
Newala_District_Council,farmers,male,13
TYEGD,farmers,male,20
Newala_District_Council,others,male,20
Newala_District_Council,farmers,male,20
Newala_District_Council,farmers,male,12
Newala_District_Council,farmers,male,21
Newala_District_Council,farmers,male,21
Nachingwea_District_Council,farmers,male,8
Nachingwea_District_Council,farmers,male,20
Nachingwea_District_Council,government_EAs,male,1
Mtwara_District_Council,farmers,male,5
Mtwara_District_Council,farmers,male,27
Mtwara_District_Council,farmers,male,21
Nachingwea_District_Council,government_EAs,male,1
Nachingwea_District_Council,farmers,male,20
SOLADUKE_AGRO_ALLIED_VENTURES,farmers,male,123
TYEGD,farmers,male,15
Mtwara_District_Council,farmers,male,23
Mtwara_District_Council,farmers,male,20
TYEGD,farmers,male,9
TYEGD,NA,male,9
TYEGD,NA,male,6
TYEGD,NA,male,9
TYEGD,farmers,male,15
TYEGD,farmers,male,11
TYEGD,farmers,male,10
TYEGD,farmers,male,7
TYEGD,farmers,male,20
TYEGD,farmers,male,17
TYEGD,farmers,male,20
TYEGD,farmers,male,19
CAPAFO,farmers,male,20
FCI,farmers,male,23
FCI,government_EAs,male,1
FCI,researchers,male,2
FCI,others,male,4
ZARI,farmers,male,24
ZARI,government_EAs,male,0
ZARI,researchers,male,1
ZARI,others,male,1
ZARI,farmers,male,40
ZARI,government_EAs,male,0
ZARI,researchers,male,2
ZARI,others,male,1
ZARI,farmers,male,16
ZARI,government_EAs,male,0
ZARI,researchers,male,2
ZARI,others,male,1
FCI,farmers,male,15
FCI,farmers,male,14
FCI,farmers,male,1
CAPAFO,farmers,male,17
FCI,farmers,male,3
TYEGD,farmers,male,18
FCI,farmers,male,2
FCI,farmers,male,4
CAPAFO,farmers,male,18
CAPAFO,farmers,male,20
CAPAFO,farmers,male,21
Mtama_District_Council,farmers,male,1
TYEGD,farmers,male,15
TYEGD,farmers,male,18
TYEGD,farmers,male,10
TYEGD,farmers,male,14
TYEGD,farmers,male,15
TYEGD,farmers,male,13
TYEGD,farmers,male,16
TYEGD,farmers,male,19
TYEGD,farmers,male,18
TYEGD,farmers,male,16
TYEGD,farmers,male,13
Nachingwea_District_Council,farmers,male,21
Nachingwea_District_Council,government_EAs,male,1
TYEGD,others,male,9
TYEGD,farmers,male,9
CAPAFO,farmers,male,17
TYEGD,farmers,male,19
TYEGD,farmers,male,17
CAPAFO,farmers,male,19
CAPAFO,farmers,male,16
Mtama_District_Council,farmers,male,18
Mtama_District_Council,government_staff,male,4
CAPAFO,farmers,male,54
CAPAFO,farmers,male,43
CAPAFO,farmers,male,55
CAPAFO,farmers,male,64
CAPAFO,farmers,male,48
CAPAFO,farmers,male,24
CAPAFO,farmers,male,25
TYEGD,farmers,male,18
CAPAFO,farmers,male,60
CAPAFO,farmers,male,58
CAPAFO,farmers,male,16
CAPAFO,farmers,male,20
IITA,farmers,male,26
KOLPING,farmers,male,30
KOLPING,government_EAs,male,1
KOLPING,farmers,male,27
KOLPING,government_EAs,male,1
KOLPING,farmers,male,26
KOLPING,government_EAs,male,1
KOLPING,farmers,male,15
KOLPING,government_EAs,male,1
KOLPING,farmers,male,12
KOLPING,government_EAs,male,1
TYEGD,farmers,male,19
KOLPING,farmers,male,18
KOLPING,government_EAs,male,1
KOLPING,farmers,male,29
KOLPING,government_EAs,male,1
KOLPING,farmers,male,31
KOLPING,government_EAs,male,0
KOLPING,farmers,male,31
KOLPING,government_EAs,male,0
KOLPING,farmers,male,0
KOLPING,government_EAs,male,1
KOLPING,farmers,male,29
KOLPING,government_EAs,male,1
KOLPING,farmers,male,36
KOLPING,government_EAs,male,1
KOLPING,farmers,male,35
KOLPING,government_EAs,male,1
KOLPING,farmers,male,23
KOLPING,government_EAs,male,1
CAPAFO,farmers,male,16
TYEGD,farmers,male,11
KOLPING,farmers,male,15
KOLPING,government_EAs,male,0
KOLPING,farmers,male,17
KOLPING,farmers,male,17
KOLPING,government_EAs,male,1
KOLPING,farmers,male,9
KOLPING,farmers,male,9
KOLPING,government_EAs,male,1
KOLPING,farmers,male,13
KOLPING,government_EAs,male,1
TYEGD,farmers,male,19
Musoma_District_Council,farmers,male,18
TYEGD,farmers,male,25
TYEGD,farmers,male,18
Kilimo_Joint,farmers,male,40
Mtwara_District_Council,farmers,male,15
Chalinze_District_Council,farmers,male,24
Chalinze_District_Council,farmers,male,9
Chalinze_District_Council,farmers,male,12
SOLADUKE_AGRO_ALLIED_VENTURES,farmers,male,96
TYEGD,farmers,male,18
Chalinze_District_Council,farmers,male,9
Chalinze_District_Council,farmers,male,6
Chalinze_District_Council,farmers,male,7
Chalinze_District_Council,farmers,male,9
Chalinze_District_Council,farmers,male,5
FCI,farmers,male,1
FCI,farmers,male,1
FCI,farmers,male,1
FCI,farmers,male,0
FCI,farmers,male,11
TYEGD,farmers,male,21
FCI,farmers,male,0
Chalinze_District_Council,farmers,male,9
TYEGD,farmers,male,17
TYEGD,farmers,male,19
TYEGD,farmers,male,18
MEDA,farmers,male,6
MEDA,government_EAs,male,1
TYEGD,farmers,male,20
MEDA,farmers,male,0
Chalinze_District_Council,farmers,male,5
TYEGD,farmers,male,18
Chalinze_District_Council,farmers,male,4
Kilimo_Joint,farmers,male,4
KOLPING,farmers,male,11
KOLPING,government_EAs,male,1
KOLPING,farmers,male,31
KOLPING,government_EAs,male,2
KOLPING,farmers,male,32
KOLPING,government_EAs,male,1
KOLPING,farmers,male,23
KOLPING,government_EAs,male,0
KOLPING,farmers,male,12
KOLPING,government_EAs,male,2
FCI,farmers,male,13
FCI,government_EAs,male,0
FCI,researchers,male,2
